text,sentiment,emotion
Incredibly woeful service,negative,sadness
Remarkably experience fell flat,negative,disappointment
Absolutely blessed to have,positive,gratitude
Truly reliable partner,positive,trust
Extremely unexpectedly,neutral,surprise
Must say seeking information,neutral,curiosity
Especially heavy heart,negative,sadness
Have to mention rage inducing experience,negative,anger
Must say pointless process,negative,frustration
Ended up data is protected,positive,trust
stress is gone right now,positive,relief
Just disappointing and sad,negative,sadness
Just which way to go,negative,confusion
suffices overall,neutral,neutral
Incredibly acceptable level,neutral,neutral
Exceptionally disheartening experience,negative,sadness
We are disappointing value,negative,disappointment
Particularly utterly disappointed,negative,disappointment
causing me stress service,negative,anxiety
The kind of annoying me,negative,annoyance
Absolutely depressing experience,negative,sadness
Have to admit regrettable experience,negative,regret
Just blocked at every turn,negative,frustration
Have to mention absolutely delighted,positive,joy
bewildering and annoying right now,negative,confusion
Want to share that downgrade from previous,negative,disappointment
Very insufferable experience,negative,anger
Particularly convoluted procedure,negative,frustration
heartbreaking quality throughout,negative,sadness
My feedback: what are the capabilities,neutral,curiosity
Just anticipation is high,positive,excitement
Overall impression: stress relieved,positive,relief
Customer service was issue sorted at last,positive,relief
Have to mention worry disappeared,positive,relief
incomprehensible right now,negative,confusion
Genuinely crestfallen,negative,sadness
Honestly blessed to have,positive,gratitude
Just building frustration,negative,annoyance
My feedback: unclear on steps,negative,confusion
Remarkably risky product,negative,fear
So regrettable outcome,negative,sadness
Remarkably buzzing with excitement,positive,excitement
Got to say curious mind,neutral,curiosity
context dependent,neutral,neutral
Customer service was uneasy experience,negative,anxiety
Extremely solid performance,positive,satisfaction
Remarkably such a letdown,negative,disappointment
Overall impression: phew that's done,positive,relief
Actually fearful of outcome,negative,fear
Very anxious about variables,negative,anxiety
Customer service was perplexed by features,negative,confusion
Honestly remarkable surprise,neutral,surprise
The totally surprised,neutral,surprise
Exceptionally bothers me a bit,negative,annoyance
stressful situation at every step,negative,anxiety
acceptable service experience,positive,satisfaction
Need to express interested if,neutral,curiosity
Very technical issues,negative,frustration
Completely utterly disappointed,negative,disappointment
step backward service,negative,disappointment
Extremely underwhelming experience,negative,disappointment
Just unnecessarily complicated,negative,frustration
Find myself no complaints,positive,satisfaction
Incredibly thrilling features,positive,excitement
nervous about what if the entire time,negative,fear
Particularly how does this work,negative,confusion
inexcusable experience,negative,anger
relative quality throughout,neutral,neutral
beyond happy lately,positive,joy
Very euphoric feeling,positive,joy
Review: what does this mean,negative,confusion
Product quality is glad it's fixed,positive,relief
Really bothersome step,negative,annoyance
Incredibly adequate performance,neutral,neutral
Exceptionally checking out features,neutral,curiosity
Find myself brightened my day,positive,joy
this is annoying today,negative,annoyance
We are sincerely regret,negative,regret
Customer service was this works for me,positive,satisfaction
struggling to understand right now,negative,confusion
Very has pros and cons,neutral,neutral
Review: checking out features,neutral,curiosity
Exceptionally confusing and frustrating,negative,confusion
Extremely absolutely furious,negative,anger
Exceptionally unexpected surprise,neutral,surprise
depends on needs product,neutral,neutral
The not as good as advertised,negative,disappointment
The tension building,negative,anxiety
So apprehensive about security,negative,fear
really enjoying this the entire time,positive,joy
pissed off right now,negative,anger
Review: nervous about stability,negative,fear
Absolutely can't wait to use this,positive,excitement
Actually nervous about instability,negative,anxiety
Find myself increasing anxiety,negative,anxiety
threatening situation service,negative,fear
Completely value for money,positive,satisfaction
contemptible service today,negative,anger
Need to express absolutely love this,positive,joy
as described throughout,positive,satisfaction
Very loved every minute,positive,joy
Genuinely I'm scared that,negative,fear
utterly bewildered,negative,confusion
Want to share that profound gratitude,positive,gratitude
Especially remarkable experience,positive,joy
Ended up makes no sense,negative,frustration
baffled by process product,negative,confusion
Such a dangerous implications,negative,fear
Can't help but feel energized by possibilities,positive,excitement
My feedback: frustrated with process,negative,frustration
getting annoying at every step,negative,annoyance
makes no sense,negative,frustration
Can't help but feel really sad about this,negative,sadness
Can't help but feel slightly annoying to deal with,negative,annoyance
Must say lament the decline,negative,sadness
Product quality is content with outcome,positive,satisfaction
Completely working smoothly now,positive,relief
Customer service was unbiased view,neutral,neutral
Incredibly horrible disgusting service,negative,anger
Totally amazing,positive,excitement
don't make my mistake consistently,negative,regret
Extremely frightened by vulnerabilities,negative,fear
performance problems throughout,negative,frustration
Honestly not impressed at all,negative,disappointment
Just concern addressed,positive,relief
Just tell me more about this,neutral,curiosity
typical performance today,neutral,neutral
Really let down by performance,negative,disappointment
Honestly worried about unknowns,negative,anxiety
